cust_id,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
586,243449,Contract Cancellation Fees and Unauthorized Changes,18-04-15,18-Apr-15,10:44:07 PM,Customer Care Call,Des Plaines,Illinois,60016,Closed,Yes
587,239699,"no internet service, no on demand service",16-04-15,16-Apr-15,3:24:48 PM,Internet,Detroit,Michigan,48207,Closed,No
588,249477,internet and on demand service,22-04-15,22-Apr-15,9:09:19 AM,Internet,Detroit,Michigan,48207,Closed,No
589,306959,Unfair Charges and substandard service,26-05-15,26-May-15,12:17:40 PM,Internet,Detroit,Michigan,48216,Solved,No
590,339008,Comcast Automatic Payments,13-06-15,13-Jun-15,1:07:49 PM,Internet,Detroit,Michigan,48205,Solved,No
591,373332,Outage and unfair practices,29-06-15,29-Jun-15,6:18:41 PM,Customer Care Call,Detroit,Michigan,48226,Open,No
592,372553,Fraudolent pratice,29-06-15,29-Jun-15,2:54:20 PM,Internet,Detroit,Michigan,48227,Solved,No
593,373429,Comcast service,29-06-15,29-Jun-15,6:48:08 PM,Customer Care Call,Detroit,Michigan,48202,Open,No
594,376141,Comcast Billing Practices,30-06-15,30-Jun-15,8:56:03 PM,Internet,Detroit,Michigan,48214,Solved,No
595,249164,Comcast,21-04-15,21-Apr-15,9:46:57 PM,Internet,Dickson,Tennessee,37055,Closed,No
596,302143,Comcast Mistreatment,21-05-15,21-May-15,5:26:47 PM,Internet,Doraville,Georgia,30340,Open,No
597,243607,Slow connection speed for wifi,19-04-15,19-Apr-15,12:29:29 PM,Internet,Dorchester,Massachusetts,2121,Closed,No
598,359915,"Comcast Speeds Low, and Often Disconnections",23-06-15,23-Jun-15,7:32:22 PM,Customer Care Call,Dos Palos,California,93620,Closed,Yes
599,275658,Comcast Service,06-05-2015,05-Jun-15,11:37:09 AM,Internet,Dothan,Alabama,36301,Closed,No
600,263790,Denial of Refund for Overpayment,29-04-15,29-Apr-15,11:53:57 AM,Customer Care Call,Douglasville,Georgia,30135,Closed,No
601,362194,Comcast data cap,24-06-15,24-Jun-15,2:37:50 PM,Internet,Douglasville,Georgia,30134,Pending,Yes
602,357874,Comcast unfair billing,23-06-15,23-Jun-15,11:40:33 AM,Internet,Dover,Delaware,19901,Open,No
603,307493,Comcast,26-05-15,26-May-15,2:34:57 PM,Internet,Dover,New Hampshire,3820,Open,Yes
604,363607,Slow Service,24-06-15,24-Jun-15,10:25:30 PM,Internet,Dover,New Hampshire,3820,Pending,No
605,249591,Comcast Internet,22-04-15,22-Apr-15,10:17:22 AM,Internet,Dover,Pennsylvania,17315,Closed,Yes
606,332712,Comcast,10-06-2015,06-Oct-15,1:32:28 PM,Customer Care Call,Dover,Pennsylvania,17315,Solved,No
607,363854,Internet Issue,25-06-15,25-Jun-15,7:21:10 AM,Internet,Dover,Pennsylvania,17315,Open,No
608,258515,Business Class Service,27-04-15,27-Apr-15,11:21:58 AM,Internet,Dowagiac,Michigan,49047,Closed,No
609,221068,DNS Web hosting,07-04-2015,04-Jul-15,10:00:20 AM,Customer Care Call,Downers Grove,Illinois,60515,Closed,No
610,266657,Fraudulent account,30-04-15,30-Apr-15,2:37:43 PM,Internet,Downers Grove,Illinois,60515,Closed,No
611,238258,Comcast Internet Service Complaint,15-04-15,15-Apr-15,9:02:13 PM,Internet,Doylestown,Pennsylvania,18901,Closed,Yes
612,270964,Billing Issues,04-05-2015,05-Apr-15,1:09:57 AM,Customer Care Call,Dublin,California,94568,Solved,Yes
613,256312,Comcast poor service or throttling,24-04-15,24-Apr-15,7:20:07 PM,Customer Care Call,Dubois,Pennsylvania,15801,Closed,No
614,266686,Comcast Refuses to Fix Billing If a Virus Causes Data Usage Over Cap on a system protected by THEIR AV,30-04-15,30-Apr-15,2:50:13 PM,Internet,Duluth,Georgia,30097,Closed,No
615,294252,No broadband service provided,17-05-15,17-May-15,10:15:53 PM,Internet,Duluth,Georgia,30097,Closed,Yes
616,315855,Poor Service from Comcast,31-05-15,31-May-15,5:29:00 PM,Customer Care Call,Duluth,Georgia,30096,Solved,No
617,373569,300 gb cap,29-06-15,29-Jun-15,7:46:15 PM,Customer Care Call,Duluth,Georgia,30096,Pending,No
618,351246,Comcast Data Caps,19-06-15,19-Jun-15,10:37:18 AM,Internet,Dunwoody,Georgia,30338,Solved,No
619,338638,"Slow speeds, poor service,.",13-06-15,13-Jun-15,12:30:12 AM,Internet,Dupont,Washington,98327,Open,No
620,364817,Billing and Service,25-06-15,25-Jun-15,12:53:38 PM,Customer Care Call,Dupont,Washington,97238,Open,No
621,260681,comcast of indiana,28-04-15,28-Apr-15,8:43:37 AM,Internet,Dyer,Indiana,46311,Closed,No
622,326518,Comcast trial of putting cap (300 GB / month) on internet usage.,06-06-2015,06-Jun-15,6:40:10 AM,Customer Care Call,Eads,Tennessee,38028,Solved,No
623,350956,Comcast Data Caps,19-06-15,19-Jun-15,2:47:34 AM,Internet,Eads,Tennessee,38028,Open,No
624,354423,Comcast Data Cap & Code Injection,20-06-15,20-Jun-15,11:54:41 PM,Internet,Eads,Tennessee,38028,Pending,No
625,255465,Comcast billing/service,24-04-15,24-Apr-15,2:22:50 PM,Internet,East Brunswick,New Jersey,8816,Solved,No
626,285591,Comcast-flat fee contract-misrepresentation,12-05-2015,05-Dec-15,1:11:10 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No
627,344657,Comcast Internet problems,16-06-15,16-Jun-15,10:34:58 PM,Internet,East Brunswick,New Jersey,8816,Solved,No
628,364868,Comcast Internet Billing,25-06-15,25-Jun-15,1:03:35 PM,Customer Care Call,East Brunswick,New Jersey,8816,Open,Yes
629,369184,Comcast xfinity triple play,26-06-15,26-Jun-15,6:51:00 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No
630,365648,Billing issues with Comcast,25-06-15,25-Jun-15,2:50:58 PM,Customer Care Call,East Chicago,Indiana,46312,Solved,Yes
631,351497,Comcast Internet,19-06-15,19-Jun-15,11:42:57 AM,Internet,East Liverpool,Ohio,43920,Solved,No
632,338674,Comcast outage - Bay Area,13-06-15,13-Jun-15,2:13:06 AM,Internet,East Palo Alto,California,94303,Open,No
633,315759,Comcast of East Windsor NJ Complaint,31-05-15,31-May-15,3:25:33 PM,Internet,East Windsor,New Jersey,8520,Pending,No
634,296722,Terrible Comcast service,19-05-15,19-May-15,11:35:47 AM,Customer Care Call,Eden Prairie,Minnesota,55347,Closed,No
635,315836,Complaint against Comcast for incredibly bad service,31-05-15,31-May-15,4:47:08 PM,Customer Care Call,Edgewood,Washington,98372,Pending,No
636,291175,Data Caps,15-05-15,15-May-15,2:17:50 AM,Customer Care Call,Edina,Minnesota,55424,Open,No
637,319694,Internet service speed,02-06-2015,06-Feb-15,6:23:49 PM,Customer Care Call,Edmonds,Washington,98020,Closed,Yes
638,364449,Comcast xfinity price gouging seniors,25-06-15,25-Jun-15,12:07:07 PM,Customer Care Call,Egg Harbor City,New Jersey,8215,Solved,No
639,275612,Misrepresentation of billing,06-05-2015,05-Jun-15,11:18:43 AM,Customer Care Call,El Cerrito,California,94530,Solved,No
640,281211,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.",08-05-2015,05-Aug-15,7:02:27 PM,Customer Care Call,El Cerrito,California,94530,Closed,No
641,363708,Comcast chronic lies,24-06-15,24-Jun-15,11:51:56 PM,Customer Care Call,El Cerrito,California,94530,Open,No
642,365908,Comcast Internet Only Service,25-06-15,25-Jun-15,3:31:17 PM,Internet,El Cerrito,California,94530,Open,No
643,222882,Comcast broke 36 month contract by increasing bill...,07-04-2015,04-Jul-15,8:06:42 PM,Customer Care Call,El Dorado Hills,California,95762,Closed,No
644,367435,unfair billing practices,26-06-15,26-Jun-15,8:25:31 AM,Internet,Eldersburg,Maryland,21784,Solved,Yes
645,354805,Installation Charges,21-06-15,21-Jun-15,6:08:54 PM,Customer Care Call,Elgin,Illinois,60124,Solved,Yes
646,360640,Comcast Over Charging Bundle PKG,24-06-15,24-Jun-15,12:35:19 AM,Customer Care Call,Elgin,Illinois,60123,Open,No
647,312797,Comcast/Xfinity Data Allowance,28-05-15,28-May-15,11:52:24 PM,Internet,Elizabethtown,Kentucky,42701,Pending,No
648,363674,pricing,24-06-15,24-Jun-15,11:31:50 PM,Internet,Elkhart,Indiana,46516,Open,No
649,363879,60 days to close my account,25-06-15,25-Jun-15,8:16:34 AM,Internet,Elkhart,Indiana,46516,Solved,No
650,240793,Fraudulent billing by Comcast.,17-04-15,17-Apr-15,8:28:01 AM,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes
651,361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,24-06-15,24-Jun-15,11:36:18 AM,Internet,Ellicott City,Maryland,21043,Solved,No
652,256173,Comcast slamming issue,24-04-15,24-Apr-15,6:11:23 PM,Internet,Elmhurst,Illinois,60126,Closed,No
653,290961,Please stop Broadband bandwidth caps,14-05-15,14-May-15,7:47:10 PM,Customer Care Call,Emeryville,California,94662,Closed,No
654,363786,comcast internet in emeryville throttles speed,25-06-15,25-Jun-15,2:32:11 AM,Internet,Emeryville,California,94608,Pending,No
655,359991,Pricing Concerns,23-06-15,23-Jun-15,7:59:41 PM,Internet,Encino,California,95051,Open,No
656,370823,"95 Palmer Road, Enfield NH Internet Pricing",28-06-15,28-Jun-15,11:36:24 AM,Customer Care Call,Enfield,New Hampshire,3748,Open,Yes
657,359462,"Overpriced, low quality service",23-06-15,23-Jun-15,5:18:05 PM,Internet,Englewood,Colorado,80113,Solved,No
658,249470,Bundled Service,22-04-15,22-Apr-15,8:57:24 AM,Internet,Englewood,Florida,34224,Closed,No
659,243193,Comcast customer service and billing complaint,18-04-15,18-Apr-15,4:26:50 PM,Customer Care Call,Enola,Pennsylvania,17025,Closed,No
660,266179,Comcast Throttling,30-04-15,30-Apr-15,12:07:11 PM,Internet,Eugene,Oregon,97405,Closed,No
661,286301,"lack of service, Service call complaint",12-05-2015,05-Dec-15,5:04:42 PM,Customer Care Call,Eugene,Oregon,97404,Solved,Yes
662,286302,"lack of service, Service call complaint",12-05-2015,05-Dec-15,5:04:45 PM,Customer Care Call,Eugene,Oregon,97404,Closed,Yes
663,291730,Comcast fradulent Marketing and billing for internet,15-05-15,15-May-15,12:48:33 PM,Customer Care Call,Eugene,Oregon,97402,Solved,No
664,304483,Unreliable service for the past three years,23-05-15,23-May-15,4:31:57 AM,Customer Care Call,Eugene,Oregon,97401,Solved,No
665,358336,Comcast has doubled my internet fee without warning,23-06-15,23-Jun-15,1:27:29 PM,Internet,Eugene,Oregon,97401,Solved,No
666,363716,Frequent disconnects,24-06-15,24-Jun-15,11:59:03 PM,Customer Care Call,Eugene,Oregon,97401,Solved,No
667,364369,BILLING ISSUE,25-06-15,25-Jun-15,11:48:15 AM,Internet,Eustis,Florida,32726,Solved,No
668,360826,Comcast Unfair Billing Practices,24-06-15,24-Jun-15,4:17:46 AM,Customer Care Call,Evans,Colorado,80620,Solved,Yes
669,315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,31-05-15,31-May-15,10:40:45 AM,Internet,Evans,Georgia,30809,Closed,No
670,342613,Comcast complaint about internet speed,16-06-15,16-Jun-15,9:07:25 AM,Customer Care Call,Evans,Georgia,30809,Solved,No
671,350740,Comcast Billing Issues,18-06-15,18-Jun-15,9:37:12 PM,Internet,Evans,Georgia,30809,Solved,No
672,319816,Comcast (Chicago IL),02-06-2015,06-Feb-15,7:09:11 PM,Internet,Evanston,Illinois,60202,Solved,No
673,346686,No Internet for last 6 days and Comcast is not doing anything,17-06-15,17-Jun-15,5:21:56 PM,Customer Care Call,Everett,Massachusetts,2149,Closed,No
674,358340,Comcast Price Gouging,23-06-15,23-Jun-15,1:28:17 PM,Internet,Everett,Washington,98201,Open,No
675,364765,Unable to renew IP address,25-06-15,25-Jun-15,12:43:14 PM,Customer Care Call,Everett,Washington,98201,Solved,No
676,266217,Comcast,30-04-15,30-Apr-15,12:17:37 PM,Customer Care Call,Export,Pennsylvania,15632,Closed,No
677,361326,COMCAST,24-06-15,24-Jun-15,10:56:18 AM,Customer Care Call,Fairburn,Georgia,30213,Closed,No
678,375039,Comcast Issues,30-06-15,30-Jun-15,2:53:39 PM,Customer Care Call,Fairfield,California,94533,Pending,No
679,281647,Comcast will not service our home,09-05-2015,05-Sep-15,11:22:22 AM,Customer Care Call,Fall City,Washington,98024,Solved,No
680,229552,Comcast/xfinity,10-04-2015,04-Oct-15,5:07:15 PM,Customer Care Call,Fall River,Massachusetts,2723,Closed,No
681,280454,Comcast Billing and Service Issues,08-05-2015,05-Aug-15,2:22:57 PM,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No
682,244215,Poor service,20-04-15,20-Apr-15,10:14:44 AM,Customer Care Call,Falmouth,Massachusetts,2536,Open,No
683,342774,Data cap,16-06-15,16-Jun-15,10:29:45 AM,Customer Care Call,Fayettevile,Georgia,39214,Open,No
684,317954,Comcast,01-06-2015,06-Jan-15,9:46:23 PM,Customer Care Call,Fayetteville,Georgia,30214,Closed,No
685,334864,internet billing,11-06-2015,06-Nov-15,1:38:51 PM,Internet,Feasterville,Pennsylvania,19053,Solved,No
686,214213,Comcast fluctuating prices,02-04-2015,04-Feb-15,1:05:16 PM,Customer Care Call,Federal Way,Washington,98003,Closed,No
687,356818,Recurring Comcast service issues and long waits for non-service,22-06-15,22-Jun-15,6:10:03 PM,Internet,Federal Way,Washington,98093,Solved,No
688,359812,Multiple billing an dcompetative issues.,23-06-15,23-Jun-15,7:02:38 PM,Internet,Federal Way,Washington,98023,Pending,No
689,239964,Comcast fraudualent billing,16-04-15,16-Apr-15,4:40:11 PM,Customer Care Call,Ferndale,Michigan,48220,Closed,No
690,313367,Comcast Service,29-05-15,29-May-15,12:41:28 PM,Internet,Flemington,New Jersey,8822,Solved,No
691,225770,Re: Internet Too Expensive,09-04-2015,04-Sep-15,9:33:37 AM,Customer Care Call,Flint,Michigan,48505,Closed,No
692,333020,Charged for Services not provided,10-06-2015,06-Oct-15,3:19:40 PM,Internet,Flint,Michigan,48502,Solved,No
693,350675,paying for WiFi and its not working,18-06-15,18-Jun-15,9:04:04 PM,Customer Care Call,Flint,Michigan,48503,Solved,No
694,360281,ISP Data Cap,23-06-15,23-Jun-15,10:05:49 PM,Internet,Florence,Alabama,35630,Pending,No
695,333174,Internet Connection and Speed Issues,10-06-2015,06-Oct-15,4:06:07 PM,Internet,Forest Grove,Oregon,97116,Solved,No
696,245155,Comcast internet,20-04-15,20-Apr-15,3:30:29 PM,Customer Care Call,Forked River,New Jersey,8731,Closed,No
697,314727,Comcast Will Not Provide Online Content Without Cable Box,30-05-15,30-May-15,5:12:31 AM,Internet,Fort Belvoir,Virginia,22060,Pending,No
698,356202,Internet cap,22-06-15,22-Jun-15,3:07:00 PM,Customer Care Call,Fort Campbell,Kentucky,42223,Solved,No
699,358138,Lack of reasonable infrastructure close to town,23-06-15,23-Jun-15,12:37:18 PM,Internet,Fort Collins,Colorado,80521,Closed,Yes
700,360818,Comcast Throttling Speeds,24-06-15,24-Jun-15,4:10:31 AM,Internet,Fort Collins,Colorado,80525,Pending,Yes
701,363811,comcast,25-06-15,25-Jun-15,4:31:43 AM,Internet,Fort Collins,Colorado,80521,Solved,No
702,369588,Comcast Throttling My Internet,27-06-15,27-Jun-15,1:39:57 AM,Customer Care Call,Fort Collins,Colorado,80524,Pending,Yes
703,231927,Un able to access my email address after relocae to a new address,13-04-15,13-Apr-15,11:46:10 AM,Customer Care Call,Fort Lauderdale,Florida,33308,Closed,No
704,242888,Internet speed issues with Comcast and picture freezing issues when watching TV,18-04-15,18-Apr-15,12:32:19 PM,Customer Care Call,Fort Lauderdale,Florida,33319,Closed,No
705,366894,Systemic failures with Comcast,25-06-15,25-Jun-15,7:32:10 PM,Internet,Fort Lauderdale,Florida,33312,Solved,No
706,265094,Comcast/Xfinity,29-04-15,29-Apr-15,6:19:01 PM,Customer Care Call,Fort Lee,Virginia,23801,Closed,No
707,232276,Comcast internet and lack of communication and response,13-04-15,13-Apr-15,1:40:31 PM,Internet,Fort Myers,Florida,33919,Closed,No
708,238647,billing issues,16-04-15,16-Apr-15,9:43:28 AM,Internet,Fort Myers,Florida,33916,Closed,No
709,320644,Comcast knowingly over billed,03-06-2015,06-Mar-15,11:38:03 AM,Internet,Fort Myers,Florida,33908,Closed,Yes
710,336872,Horrible/Unacceptable Service of Comcast,12-06-2015,06-Dec-15,12:45:46 PM,Internet,Fort Myers,Florida,33907,Solved,No
711,340024,Comcast overcharge,14-06-15,14-Jun-15,4:01:56 PM,Customer Care Call,Fort Myers Beach,Florida,33931,Open,No
712,252542,Deceptive Trade,23-04-15,23-Apr-15,1:42:46 PM,Internet,Fort Pierce,Florida,34982,Closed,No
713,263410,Comcast Demanding payment after cancellation,29-04-15,29-Apr-15,9:48:22 AM,Customer Care Call,Fort Washington,Maryland,20744,Closed,No
714,282159,No internet,09-05-2015,05-Sep-15,7:18:04 PM,Internet,Fort Washington,Maryland,20744,Solved,No
715,376020,Xfinity promise to pay me $300 to join,30-06-15,30-Jun-15,7:48:57 PM,Internet,Fountain,Colorado,80817,Pending,No
716,270026,Comcast issues,02-05-2015,05-Feb-15,1:16:53 PM,Customer Care Call,Franklin,Indiana,46131,Solved,No
717,213506,Internet Provider Data Thresholds,02-04-2015,04-Feb-15,8:09:54 AM,Internet,Franklin,Tennessee,37064,Closed,No
718,212507,Comcast Cable,01-04-2015,04-Jan-15,3:54:43 PM,Internet,Franklin,Tennessee,37067,Closed,No
719,283115,Comcast Data Cap,11-05-2015,05-Nov-15,11:03:58 AM,Customer Care Call,Franklin,Tennessee,37067,Solved,No
720,288851,Comcast Data Caps,13-05-15,13-May-15,8:45:21 PM,Internet,Franklin,Tennessee,37064,Open,No
721,305720,Comcast,25-05-15,25-May-15,11:09:23 AM,Customer Care Call,Franklin,Tennessee,37067,Pending,No
722,331090,Comcast data cap,09-06-2015,06-Sep-15,4:57:42 PM,Internet,Franklin,Tennessee,37064,Solved,No
723,350160,Routine Outages / Speeds never as promised,18-06-15,18-Jun-15,5:28:13 PM,Internet,Franklin,Tennessee,37069,Open,No
724,371119,Comcast business keeps moving my same-day trouble appointment to the next day,28-06-15,28-Jun-15,4:48:51 PM,Internet,Franklin,Tennessee,37069,Open,No
725,350504,Comcast cable company,18-06-15,18-Jun-15,7:58:26 PM,Customer Care Call,Fraser,Michigan,48026,Solved,No
726,345034,Comcast billing,17-06-15,17-Jun-15,10:39:26 AM,Customer Care Call,Frederick,Colorado,80516,Solved,Yes
727,290238,Lack of HBO Go Availability on Sony Devices with Xfinity Subscription,14-05-15,14-May-15,3:21:17 PM,Internet,Frederick,Maryland,21701,Pending,No
728,362788,Overcharged $30 per month for 10 months straight,24-06-15,24-Jun-15,4:48:55 PM,Internet,Frederick,Maryland,21702,Solved,No
729,362507,Raising my Rate,24-06-15,24-Jun-15,3:53:22 PM,Customer Care Call,Fredericksburg,Virginia,22407,Solved,No
730,361633,Unfair Comcast Billing,24-06-15,24-Jun-15,12:21:50 PM,Internet,Freeport,Illinois,61032,Open,No
731,305399,Comcast fradulently gets contract signed by my wife,24-05-15,24-May-15,5:15:10 PM,Customer Care Call,Fremont,California,94555,Open,Yes
732,358861,Comcast charging me unrelated charges,23-06-15,23-Jun-15,3:11:02 PM,Internet,Fremont,California,94538,Open,No
733,358898,Ridiculous Charges,23-06-15,23-Jun-15,3:18:26 PM,Customer Care Call,Fremont,California,94536,Solved,No
734,240650,complaint against Comcast,16-04-15,16-Apr-15,10:11:30 PM,Internet,Fresh Meadows,New York,11366,Closed,No
735,307364,Arbitrary Price Increase,26-05-15,26-May-15,2:03:20 PM,Internet,Fresno,California,93722,Solved,No
736,349751,Comcast Billing Complaint,18-06-15,18-Jun-15,3:56:11 PM,Internet,Fresno,California,93703,Solved,Yes
737,358360,Internet speed deteriation,23-06-15,23-Jun-15,1:32:14 PM,Internet,Fresno,California,93704,Solved,No
738,371463,Internet Speed on Wireless Connection,29-06-15,29-Jun-15,4:37:17 AM,Internet,Fresno,California,93730,Solved,Yes
739,342375,internet,15-06-15,15-Jun-15,9:10:14 PM,Customer Care Call,Front Royal,Virginia,22630,Solved,No
740,255922,intermittent internet,24-04-15,24-Apr-15,4:34:42 PM,Internet,Fruitland Park,Florida,34731,Closed,No
741,366192,Deceptive trade,25-06-15,25-Jun-15,4:12:23 PM,Internet,Ft Pierce,Florida,34982,Solved,No
742,298980,Improper Billing and non resolution of issues,20-05-15,20-May-15,12:46:31 PM,Customer Care Call,Ft. Lauderdale,Florida,33304,Open,No
743,229103,Lost emails/billing,10-04-2015,04-Oct-15,2:53:15 PM,Customer Care Call,Ftlauderdale,Florida,33308,Closed,No
744,329036,"Comcast/Xfinity Poor Service, Fraudulent Billing and Collection",08-06-2015,06-Aug-15,5:01:58 PM,Internet,Fulton,Maryland,20759,Open,No
745,338283,monthly data caps,12-06-2015,06-Dec-15,7:31:37 PM,Customer Care Call,Gadsden,Alabama,35901,Solved,No
746,373954,Comcast Data Charges,30-06-15,30-Jun-15,7:29:08 AM,Internet,Gadsden,Alabama,35904,Pending,No
747,231821,Inability to get access to internet through Comcast or AT&T,13-04-15,13-Apr-15,11:10:02 AM,Customer Care Call,Gainesville,Georgia,30506,Closed,Yes
748,345472,paying for an upgrade that never took place,17-06-15,17-Jun-15,12:43:04 PM,Internet,Gaithersburg,Maryland,20882,Closed,No
749,359714,"Bill issues, Internet and disability comcast prices",23-06-15,23-Jun-15,6:26:49 PM,Customer Care Call,Gaithersburg,Maryland,20878,Open,No
750,338412,Not receiving advertised speed,12-06-2015,06-Dec-15,8:43:21 PM,Internet,Galesburg,Michigan,49053,Closed,Yes
751,360388,Xfinity Internet Speed,23-06-15,23-Jun-15,10:39:59 PM,Customer Care Call,Galesburg,Michigan,49053,Open,No
752,234204,Comcast Billing,14-04-15,14-Apr-15,11:27:59 AM,Internet,Gallatin,Tennessee,37066,Closed,No
753,257446,Nightly service interruption,25-04-15,25-Apr-15,10:29:56 PM,Customer Care Call,Gallatin,Tennessee,37066,Closed,No
754,339095,Netflix is slow,13-06-15,13-Jun-15,2:01:24 PM,Internet,Galveston,Texas,77550,Solved,No
755,282011,comcast wont service my address,09-05-2015,05-Sep-15,3:47:52 PM,Customer Care Call,Gary,Indiana,46404,Solved,No
756,342665,cannot access my email or service at all,16-06-15,16-Jun-15,9:51:17 AM,Customer Care Call,Gathersburg,Maryland,20877,Open,No
757,266403,Xfinity/comcast Service,30-04-15,30-Apr-15,1:13:47 PM,Customer Care Call,Germantown,Maryland,20876,Closed,No
758,215802,Unclear policies,03-04-2015,04-Mar-15,9:22:46 AM,Internet,Germantown,Tennessee,38138,Open,No
759,331611,300GB/month Data Cap,09-06-2015,06-Sep-15,8:23:16 PM,Customer Care Call,Germantown,Tennessee,38139,Open,No
760,231199,Comcast/Xfinity- Paying for High speed service,12-04-2015,04-Dec-15,1:01:30 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No
761,231200,Comcast/Xfinity- Paying for High speed service,12-04-2015,04-Dec-15,1:01:34 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No
762,363615,Overage Charges,24-06-15,24-Jun-15,10:28:37 PM,Customer Care Call,Glencoe,Alabama,35905,Pending,No
763,297322,Comcast Internet and cable deals,19-05-15,19-May-15,3:05:53 PM,Internet,Glendale Heights,Illinois,60139,Solved,No
764,306807,Comcast bundle billing,26-05-15,26-May-15,11:30:09 AM,Internet,Glendale Heights,Illinois,60139,Open,Yes
765,360143,Comcast Internet Speed/Quality of Service and price,23-06-15,23-Jun-15,8:52:54 PM,Customer Care Call,Glenview,Illinois,60025,Solved,Yes
766,360714,Internet bundled with TV,24-06-15,24-Jun-15,1:29:54 AM,Internet,Gold Bar,Washington,98251,Solved,No
767,215337,Consistent speed/connectivity with internet,02-04-2015,04-Feb-15,7:48:39 PM,Customer Care Call,Gold River,California,95670,Closed,No
768,213355,Comcast is ignoring me now. They are making NO attempt to correct problems,01-04-2015,04-Jan-15,10:56:15 PM,Internet,Golden,Colorado,80401,Closed,No
769,367340,Data Caps,26-06-15,26-Jun-15,2:37:30 AM,Internet,Goodlettsville,Tennessee,37072,Pending,No
770,340148,n/a (b) (6),14-06-15,14-Jun-15,7:26:28 PM,Internet,Goose Creek,South Carolina,29445,Solved,No
771,363920,Unfair billing practices,25-06-15,25-Jun-15,8:45:19 AM,Customer Care Call,Goose Creek,South Carolina,29445,Solved,No
772,362557,Comcast Bundle price,24-06-15,24-Jun-15,4:00:49 PM,Internet,Grand Blanc,Michigan,48439,Solved,No
773,228419,Wrongful billing - repeated since December 2013,10-04-2015,04-Oct-15,11:34:55 AM,Customer Care Call,Grand Rapids,Michigan,49546,Closed,No
774,239170,Comcast has charged me invalid fee's and wont re-imburse me for them.,16-04-15,16-Apr-15,12:56:49 PM,Internet,Grand Rapids,Michigan,49506,Closed,No
775,223708,Comcast/Xfinity service,08-04-2015,04-Aug-15,11:48:30 AM,Customer Care Call,Grand Rapids,Michigan,49504,Closed,No
776,253012,Comcast Bundled,23-04-15,23-Apr-15,3:46:08 PM,Customer Care Call,Grand Rapids,Michigan,49507,Closed,Yes
777,341988,somewhat threatening phone calls,15-06-15,15-Jun-15,5:54:51 PM,Customer Care Call,Grand Rapids,Michigan,49534,Closed,No
778,339908,Data Cap overages,14-06-15,14-Jun-15,1:09:16 PM,Internet,Grayson,Georgia,30017,Open,No
779,266456,INTERNET VIRUS POP UP SCAM CLAIMING TO BE WITH COMCAST,30-04-15,30-Apr-15,1:27:48 PM,Customer Care Call,Green Cove Springs,Florida,32043,Closed,No
780,252504,Intermittent internet connection,23-04-15,23-Apr-15,1:33:41 PM,Internet,Greenacres,Florida,33463,Closed,No
781,333437,Raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,10-06-2015,06-Oct-15,5:24:08 PM,Customer Care Call,Greenfield,Indiana,46140,Solved,No
782,295997,Comcast,18-05-15,18-May-15,8:00:03 PM,Internet,Greensburg,Pennsylvania,15601,Solved,No
783,225315,Comcast Internet,08-04-2015,04-Aug-15,7:55:18 PM,Customer Care Call,Greentown,Indiana,46936,Closed,No
784,343555,Comcast,16-06-15,16-Jun-15,2:44:41 PM,Customer Care Call,Greentown,Indiana,46936,Solved,No
785,224687,Issues with Comcast Customer Service due to loss of Internet,08-04-2015,04-Aug-15,4:09:57 PM,Customer Care Call,Greenwood Village,Colorado,80111,Closed,No
786,360665,Speeds being throttled.,24-06-15,24-Jun-15,12:47:19 AM,Internet,Gresham,Oregon,97030,Open,No
787,266833,internet essentials for low income families,30-04-15,30-Apr-15,3:24:35 PM,Customer Care Call,Griffin,Georgia,30223,Closed,No
788,348580,Hearsts Magazine contest scam,18-06-15,18-Jun-15,12:23:50 PM,Internet,Griffith,Indiana,46319,Closed,No
789,226766,Comcast,09-04-2015,04-Sep-15,2:36:14 PM,Customer Care Call,Grosse Ile,Michigan,48138,Closed,No
790,364523,Comcast,25-06-15,25-Jun-15,12:16:43 PM,Internet,Grosse Pointe,Michigan,48230,Solved,No
791,372910,Comcast Internet Service,29-06-15,29-Jun-15,4:24:21 PM,Customer Care Call,Grosse Pointe,Michigan,48230,Open,No
792,360578,Comcast Bundles,23-06-15,23-Jun-15,11:58:01 PM,Internet,Grosse Pointe Farms,Michigan,48236,Solved,No
793,274464,Comcast Fraud?,05-05-2015,05-May-15,4:33:13 PM,Internet,Grosse Pointe Park,Michigan,48230,Closed,No
794,230174,Comcast surprise increase in charges,10-04-2015,04-Oct-15,11:05:54 PM,Customer Care Call,Grovetown,Georgia,30813,Closed,No
